,index,y
1899,9756,5
1900,9481,2
1901,8932,6
1902,4533,8
1903,3114,2
1904,8497,4
1905,8227,7
1906,2346,1
1907,1908,5
1908,5120,9
1909,1263,8
1910,3248,0
1911,4249,4
1912,1813,3
1913,6112,8
1914,6454,4
1915,3015,6
1916,1891,8
1917,538,9
1918,7241,5
1919,7357,6
1920,5056,1
1921,6108,4
1922,3598,2
1923,187,3
1924,1304,4
1925,6810,8
1926,1681,5
1927,8296,5
1928,7582,5
1929,5032,2
1930,2135,8
1931,6698,3
1932,7161,5
1933,6000,8
1934,2663,7
1935,5558,7
1936,9500,9
1937,7170,9
1938,6116,5
1939,7082,2
1940,1259,8
1941,9902,6
1942,4392,5
1943,1608,4
1944,9423,2
1945,6801,6
1946,1567,2
1947,1216,8
1948,3911,9
1949,7681,0
1950,3861,6
1951,4334,3
1952,9924,4
1953,5302,0
1954,2665,1
1955,4737,9
1956,3852,2
1957,8553,7
1958,4300,8
1959,3478,4
1960,6527,5
1961,9606,6
1962,19,6
1963,5588,3
1964,6217,8
1965,3533,2
1966,2735,2
1967,6883,7
1968,7214,3
1969,9299,9
1970,2380,8
1971,7607,0
1972,4530,5
1973,2823,3
1974,5011,3
1975,6663,0
1976,7559,8
1977,9993,5
1978,825,3
1979,2502,8
1980,2934,6
1981,5298,5
1982,5572,1
1983,4672,6
1984,997,1
1985,5538,7
1986,1310,0
1987,3788,7
1988,4311,7
1989,4054,7
1990,351,1
1991,935,2
1992,5477,2
1993,7845,2
1994,1331,8
1995,3136,4
1996,8498,1
1997,2024,6
1998,1673,2
1999,3691,1
2000,467,3
2001,7257,0
2002,5695,7
2003,2907,9
2004,9897,8
2005,1867,6
2006,7719,2
2007,9744,1
2008,7857,4
2009,4463,5
2010,557,4
2011,9678,3
2012,9792,8
2013,6340,3
2014,7804,5
2015,1931,6
2016,657,1
2017,6851,0
2018,6337,9
2019,5774,5
2020,4223,8
2021,9508,8
2022,355,7
2023,4754,3
2024,3708,4
2025,3412,0
2026,5089,6
2027,4830,3
2028,1928,4
2029,2313,6
2030,2317,5
2031,8287,8
2032,9375,3
2033,5838,4
2034,9655,8
2035,6984,1
2036,225,9
2037,2842,7
2038,7210,3
2039,3168,9
2040,6349,0
2041,7658,7
2042,6578,6
2043,2163,7
2044,6381,9
2045,1805,8
2046,6820,1
2047,1179,3
2048,1333,7
2049,2023,5
2050,8579,1
2051,2940,3
2052,7944,2
2053,9451,8
2054,548,2
2055,9097,0
2056,5446,6
2057,3291,5
2058,2971,4
2059,4520,3
2060,5169,2
2061,879,7
2062,5184,4
2063,4151,6
2064,144,8
2065,4175,3
2066,8127,9
2067,110,4
2068,8239,8
2069,112,6
2070,1677,1
2071,2908,7
2072,9368,1
2073,7341,4
2074,4982,3
2075,1791,4
2076,7164,0
2077,4090,4
2078,4480,9
2079,6412,8
2080,4296,8
2081,4758,9
2082,9380,5
2083,3309,4
2084,9510,1
2085,729,5
2086,5513,6
2087,3299,0
2088,434,3
2089,9479,7
2090,6995,1
2091,958,7
2092,8005,1
2093,4878,7
2094,9514,5
2095,591,9
2096,7451,9
2097,9932,8
2098,1222,9
2099,9327,2
2100,5714,2
2101,8452,4
2102,1914,9
2103,9670,1
2104,3671,4
2105,8123,1
2106,8465,9
2107,3355,5
2108,8377,8
2109,5058,1
2110,3930,1
2111,2622,0
2112,8629,7
2113,9717,9
2114,656,1
2115,1189,0
2116,5930,5
2117,836,1
2118,6490,8
2119,6017,9
2120,4985,4
2121,7375,2
2122,4506,1
2123,922,9
2124,612,8
2125,2672,0
2126,1194,4
2127,6520,6
2128,4403,8
2129,4631,5
2130,3712,4
2131,9659,4
2132,2379,0
2133,448,2
2134,4409,8
2135,7105,3
2136,2728,2
2137,4822,1
2138,742,0
2139,2573,5
2140,4918,3
2141,9200,8
2142,1804,5
2143,8464,6
2144,3305,9
2145,9049,6
2146,6411,8
2147,1926,0
2148,7971,5
2149,519,8
2150,1041,5
2151,786,3
2152,2293,8
2153,8656,7
2154,3518,5
2155,6869,5
2156,6140,9
2157,3423,8
2158,4512,8
2159,8311,8
2160,9252,7
2161,1509,1
2162,9492,9
2163,7127,5
2164,6308,4
2165,4815,9
2166,4656,9
2167,8581,8
2168,1695,9
2169,8417,1
2170,1368,3
2171,6427,2
2172,9376,5
2173,8548,3
2174,7769,4
2175,2289,1
2176,4390,5
2177,2484,1
2178,4104,0
2179,3709,5
2180,3839,5
2181,9152,4
2182,5512,9
2183,4817,0
2184,3366,8
2185,7330,5
2186,317,7
2187,1734,9
2188,6729,0
2189,1581,2
2190,6072,5
2191,7989,7
2192,8472,2
2193,3806,5
2194,6451,1
2195,5571,0
2196,9600,8
2197,8790,0
2198,1656,2
2199,101,5
2200,4277,3
2201,4939,0
2202,8100,6
2203,6845,2
2204,7526,9
2205,2635,6
2206,8037,1
2207,1992,6
2208,2032,4
2209,1045,5
2210,9455,1
2211,9831,2
2212,5165,2
2213,6220,2
2214,1350,4
2215,7094,4
2216,8506,9
2217,3109,8
2218,1447,8
2219,6718,8
2220,6313,9
2221,4718,3
2222,7209,0
2223,6198,9
2224,6736,4
2225,4997,3
2226,637,3
2227,8427,2
2228,3778,7
2229,8048,0
2230,4079,8
2231,2373,0
2232,2488,6
2233,3676,9
2234,5879,8
2235,3213,9
2236,1950,5
2237,6717,0
2238,9032,9
2239,2332,2
2240,9786,6
2241,4413,6
2242,1743,1
2243,6168,3
2244,6674,5
2245,6925,2
2246,22,4
2247,9089,3
2248,190,5
2249,7589,6
2250,1900,8
2251,90,0
2252,8395,1
2253,9488,6
2254,333,6
2255,1022,0
2256,2979,0
2257,4771,0
2258,5700,3
2259,8622,4
2260,285,9
2261,1754,7
2262,8166,2
2263,5404,2
2264,7473,1
2265,3979,9
2266,4748,0
2267,515,3
2268,4522,2
2269,7056,2
2270,5416,9
2271,3695,8
2272,8256,8
2273,9121,3
2274,8694,0
2275,7530,2
2276,1952,4
2277,5618,0
2278,1738,5
2279,4590,9
2280,450,2
2281,3838,1
2282,627,4
2283,4979,9
2284,218,8
2285,6861,8
2286,6649,9
2287,7416,1
2288,3237,9
2289,5709,2
2290,9400,6
2291,2701,1
2292,9278,7
2293,3279,8
2294,8231,3
2295,5651,4
2296,3506,2
2297,7409,8
2298,852,8
2299,3470,7
2300,4447,0
2301,2506,3
2302,4664,7
2303,932,3
2304,2468,0
2305,7457,2
2306,6927,5
2307,6758,8
2308,4630,2
2309,4402,4
2310,1527,5
2311,9306,8
2312,449,2
2313,1095,2
2314,7783,3
2315,2265,8
2316,3621,4
2317,584,0
2318,6288,6
2319,6516,2
2320,5552,5
2321,3548,0
2322,8487,4
2323,2921,8
2324,7817,6
2325,4881,8
2326,15,8
2327,2451,8
2328,1760,0
2329,3799,3
2330,7079,7
2331,4998,5
2332,5461,0
2333,8318,2
2334,923,9
2335,8578,2
2336,3614,3
2337,6966,0
2338,9169,1
2339,9102,7
2340,5877,9
2341,4868,0
2342,7570,1
2343,3643,8
2344,7690,6
2345,393,2
2346,4322,4
2347,4399,4
2348,593,6
2349,3747,9
2350,6547,6
2351,6241,0
2352,8234,8
2353,4121,5
2354,2629,2
2355,4620,7
2356,7369,5
2357,8672,7
2358,8727,9
2359,6052,8
2360,3572,3
2361,202,8
2362,2615,7
2363,6403,4
2364,4600,4
2365,4419,0
2366,6579,9
2367,5283,4
2368,2822,3
2369,6999,8
2370,3608,0
2371,159,4
2372,9498,3
2373,4551,5
2374,9515,0
2375,7569,3
2376,8709,1
2377,6884,0
2378,8566,4
2379,7100,9
2380,9095,5
2381,3462,2
2382,6378,5
2383,8443,2
2384,4521,9
2385,3822,4
2386,660,9
2387,9765,4
2388,4332,7
2389,58,4
2390,6950,8
2391,5396,1
2392,5238,2
2393,1607,3
2394,2690,2
2395,5086,3
2396,7119,5
2397,394,9
2398,4668,6
2399,6316,7
2400,1543,5
2401,4056,0
2402,6377,9
2403,32,4
2404,2464,2
2405,7903,1
2406,3104,7
2407,3264,5
2408,1219,3
2409,902,6
2410,8752,5
2411,3770,9
2412,6300,1
2413,929,0
2414,1163,3
2415,2298,0
2416,7064,5
2417,4720,8
2418,4994,7
2419,8987,2
2420,5366,1
2421,1178,6
2422,338,0
2423,4211,4
2424,4043,3
2425,2879,0
2426,5561,6
2427,9418,8
2428,5719,2
2429,1860,8
2430,2169,8
2431,3120,4
2432,5918,1
2433,6738,0
2434,1188,0
2435,5911,6
2436,5786,4
2437,9034,2
2438,121,3
2439,5526,8
2440,8982,2
2441,8935,0
2442,9575,5
2443,7949,8
2444,5945,9
2445,1461,0
2446,357,2
2447,4864,3
2448,8500,4
2449,7104,2
2450,9061,7
2451,4930,1
2452,7579,3
2453,9537,6
2454,9349,9
2455,4581,3
2456,1958,6
2457,8773,6
2458,4634,7
2459,2375,0
2460,823,8
2461,8022,2
2462,4440,2
2463,3660,0
2464,3744,4
2465,265,8
2466,9987,0
2467,1275,3
2468,7491,9
2469,7322,4
2470,9381,2
2471,7708,2
2472,8255,9
2473,573,3
2474,3771,2
2475,1314,9
2476,6644,0
2477,9675,4
2478,2905,4
2479,8111,5
2480,4514,9
2481,6741,9
2482,6460,3
2483,3046,8
2484,987,1
2485,1206,1
2486,7917,6
2487,659,1
2488,9791,9
2489,9406,5
2490,8484,3
2491,3854,8
2492,6530,3
2493,8815,3
2494,5716,0
2495,3655,9
2496,4856,7
2497,579,5
2498,6754,8
2499,8257,3
2500,2809,4
2501,7173,1
2502,8732,8
2503,9908,8
2504,963,6
2505,231,1
2506,6040,2
2507,7553,9
2508,4024,8
2509,7851,0
2510,670,6
2511,1758,2
2512,2865,6
2513,6590,5
2514,1452,6
2515,9830,1
2516,2166,0
2517,2078,2
2518,4531,1
2519,2319,7
2520,8240,7
2521,6997,8
2522,6482,7
2523,1313,1
2524,4713,1
2525,3798,5
2526,7480,1
2527,8950,9
2528,3783,2
2529,8533,6
2530,5734,6
2531,4073,6
2532,1640,7
2533,5759,9
2534,9646,5
2535,2575,5
2536,5027,0
2537,7395,2
2538,3020,1
2539,4642,2
2540,6561,9
2541,5017,7
2542,9526,9
2543,2276,0
2544,4080,1
2545,8073,0
2546,1870,2
2547,9073,4
2548,7954,9
2549,2087,0
2550,7271,7
2551,2136,0
2552,8971,6
2553,9914,8
2554,8115,5
2555,1983,8
2556,7723,3
2557,7620,5
2558,8303,8
2559,2064,8
2560,7905,3
2561,2816,7
2562,5868,9
2563,3216,4
2564,8110,5
2565,8610,2
2566,4031,4
2567,6996,0
2568,8451,5
2569,7945,6
2570,5720,9
2571,552,8
2572,3464,9
2573,1709,2
2574,4325,6
2575,620,7
2576,4586,0
2577,962,1
2578,5467,5
2579,5350,9
2580,4876,3
2581,4012,3
2582,6757,4
2583,1971,4
2584,3202,5
2585,1771,2
2586,9954,0
2587,1920,2
2588,5218,3
2589,9054,8
2590,1797,1
2591,7669,7
2592,644,9
2593,3592,7
2594,1904,1
2595,2977,2
2596,4221,2
2597,6808,0
2598,8598,3
2599,3287,5
2600,6409,9
2601,7003,7
2602,5485,8
2603,1243,8
2604,7463,2
2605,3343,3
2606,4092,7
2607,8898,7
2608,4302,2
2609,3588,6
2610,5344,2
2611,6937,8
2612,2122,0
2613,5650,5
2614,3957,9
2615,1360,7
2616,9256,0
2617,7629,6
2618,7468,8
2619,7033,8
2620,1839,7
2621,7981,5
2622,2788,7
2623,8396,3
2624,9725,8
2625,3563,6
2626,2915,5
2627,7226,7
2628,9326,0
2629,6922,2
2630,6060,3
2631,8778,3
2632,967,9
2633,2514,9
2634,72,8
2635,1725,0
2636,4577,6
2637,7654,4
2638,9224,6
2639,5034,8
2640,3883,7
2641,7060,8
2642,8113,6
2643,6512,2
2644,2893,8
2645,770,6
2646,2676,4
2647,8803,3
2648,278,4
2649,5794,7
2650,1427,9
2651,8755,6
2652,1800,4
2653,3161,9
2654,1835,0
2655,8202,5
2656,5568,7
2657,7062,4
2658,5685,1
2659,4371,1
2660,2388,0
2661,2304,6
2662,8975,8
2663,7080,5
2664,5589,2
2665,6397,5
2666,6752,9
2667,8895,0
2668,2926,9
2669,2458,8
2670,8260,1
2671,4556,2
2672,880,8
2673,1579,0
2674,5867,5
2675,9922,5
2676,9234,2
2677,7061,4
2678,3267,3
2679,3076,2
2680,5452,0
2681,4632,5
2682,1783,8
2683,198,7
2684,542,6
2685,6016,4
2686,3373,6
2687,619,1
2688,3201,6
2689,9336,3
2690,5462,0
2691,5506,3
2692,7860,8
2693,5638,4
2694,3050,0
2695,7364,5
2696,1101,8
2697,2545,4
2698,7378,3
2699,7470,9
2700,9185,1
2701,4439,9
2702,5239,4
2703,5693,7
2704,1128,4
2705,419,7
2706,6353,2
2707,8952,3
2708,6643,1
2709,9781,3
2710,4062,0
2711,7572,1
2712,9192,2
2713,402,7
2714,1956,7
2715,4359,2
2716,3584,3
2717,2682,7
2718,9755,3
2719,3996,6
2720,9459,0
2721,6457,2
2722,9171,2
2723,4945,9
2724,5443,6
2725,7236,1
2726,982,0
2727,744,9
2728,3631,0
2729,3497,0
2730,130,4
2731,9223,1
2732,1530,3
2733,1176,1
2734,2604,8
2735,7649,2
2736,5704,4
2737,9442,4
2738,9230,2
2739,1449,6
2740,2752,3
2741,6923,0
2742,9182,0
2743,9871,9
2744,4747,5
2745,7338,5
2746,8454,2
2747,3038,3
2748,6161,4
2749,9255,3
2750,6767,1
2751,6655,1
2752,4922,0
2753,2086,1
2754,9060,9
2755,523,7
2756,8176,6
2757,145,7
2758,2764,1
2759,2362,3
2760,8664,5
2761,4124,8
2762,8721,6
2763,2140,9
2764,2800,4
2765,4613,1
2766,2459,5
2767,8981,7
2768,9627,4
2769,5436,6
2770,4001,2
2771,4381,7
2772,7564,8
2773,3487,5
2774,3915,4
2775,5702,4
2776,4233,9
2777,5928,7
2778,3019,5
2779,8818,3
2780,8641,7
2781,8237,7
2782,69,7
2783,9735,6
2784,1464,1
2785,3390,3
2786,8860,2
2787,7344,4
2788,1761,1
2789,6263,2
2790,7032,4
2791,7297,9
2792,6589,2
2793,64,6
2794,5160,0
2795,6084,1
2796,8128,7
2797,8897,2
2798,6525,3
2799,7840,1
2800,4569,9
2801,9656,0
2802,1202,2
2803,4017,5
2804,6886,1
2805,6540,8
2806,8327,7
2807,7593,6
2808,8163,0
2809,3701,1
2810,1291,9
2811,6173,1
2812,9337,5
2813,8172,5
2814,630,2
2815,1115,1
2816,3885,6
2817,3039,1
2818,1039,2
2819,4687,3
2820,9539,0
2821,2296,9
2822,792,3
2823,2942,5
2824,4173,4
2825,5132,1
2826,4915,5
2827,9799,7
2828,6264,6
2829,5154,2
2830,7477,0
2831,63,3
2832,6552,1
2833,1591,1
2834,1946,8
2835,1056,3
2836,490,1
2837,9403,9
2838,9531,6
2839,568,9
2840,4961,8
2841,3321,0
2842,1533,4
2843,540,1
2844,3630,8
2845,3385,8
2846,8369,4
2847,2253,3
2848,8477,5
2849,7858,2
2850,7703,7
2851,5851,1
2852,2852,2
2853,2015,4
2854,6175,3
2855,4783,4
2856,8807,6
2857,9309,5
2858,5392,0
2859,930,4
2860,1746,2
2861,9495,0
2862,9285,8
2863,6388,7
2864,7233,5
2865,7014,3
2866,9973,0
2867,5077,0
2868,319,5
2869,6670,3
2870,4597,9
2871,5997,0
2872,334,6
2873,2552,9
2874,6570,9
2875,5478,3
2876,5383,8
2877,3203,4
2878,6714,1
2879,3524,5
2880,1913,9
2881,8583,8
2882,4499,3
2883,3704,5
2884,1162,7
2885,724,8
2886,8140,5
2887,3415,7
2888,8405,0
2889,5291,9
2890,4176,3
2891,8658,3
2892,5188,8
2893,9754,9
2894,1641,6
2895,7633,7
2896,7107,2
2897,315,0
2898,3575,3
2899,2099,1
2900,8261,1
2901,7172,4
2902,4990,7
2903,4843,1
2904,5143,9
2905,2073,2
2906,3479,3
2907,1365,0
2908,5555,4
2909,7070,7
2910,3333,2
2911,1637,5
2912,7157,5
2913,191,8
2914,6868,9
2915,1323,0
2916,8308,2
2917,4215,1
2918,3074,1
2919,7389,6
2920,3246,1
2921,9988,8
2922,2187,5
2923,3753,4
2924,2050,8
2925,6624,4
2926,6405,1
2927,3443,4
2928,6414,8
2929,3777,7
2930,2342,5
2931,6317,9
2932,7799,9
2933,3084,3
2934,6759,1
2935,7584,1
2936,4032,3
2937,2762,4
2938,2022,5
2939,9458,7
2940,6852,9
2941,2628,0
2942,9338,3
2943,6369,9
2944,3941,6
2945,1662,3
2946,8777,0
2947,6046,2
2948,4352,3
2949,9967,3
2950,4243,6
2951,6658,6
2952,2454,1
2953,8634,6
2954,9260,5
2955,3908,2
2956,109,7
2957,5530,3
2958,4773,1
2959,7576,8
2960,2582,5
2961,271,3
2962,6864,0
2963,3635,4
2964,7686,9
2965,9330,4
2966,8922,9
2967,8092,4
2968,3073,3
2969,4395,7
2970,5234,7
2971,9870,2
2972,1005,1
2973,5514,2
2974,8288,5
2975,1151,2
2976,4655,7
2977,409,2
2978,5399,6
2979,9829,5
2980,2477,1
2981,3488,1
2982,5059,4
2983,9334,7
2984,2446,9
2985,8743,0
2986,4884,4
2987,6517,7
2988,8526,3
2989,5660,9
2990,5098,5
2991,9159,9
2992,940,9
2993,8173,5
2994,8670,9
2995,8280,4
2996,7543,9
2997,1728,0
2998,9633,0
2999,1131,1
3000,8349,4
3001,1083,2
3002,3507,4
3003,8160,6
3004,1976,5
3005,9494,9
3006,2054,3
3007,3245,7
3008,1876,2
3009,3561,7
3010,6117,1
3011,2157,3
3012,7745,7
3013,1644,2
3014,8312,9
3015,6183,5
3016,4164,1
3017,98,0
3018,3353,3
3019,7878,1
3020,3025,2
3021,3471,1
3022,9367,9
3023,4706,2
3024,1367,2
3025,4059,1
3026,1084,5
3027,8469,5
3028,6907,6
3029,7059,4
3030,9689,9
3031,1837,9
3032,1198,7
3033,3061,7
3034,5806,0
3035,5288,4
3036,8328,7
3037,8407,8
3038,8715,2
3039,6799,0
3040,1388,5
3041,7822,2
3042,8692,5
3043,9156,6
3044,7246,0
3045,9524,4
3046,3552,8
3047,2359,2
3048,6222,0
3049,3989,2
3050,4686,0
3051,8107,1
3052,1571,5
3053,8708,7
3054,8270,6
3055,4085,8
3056,3689,7
3057,1878,7
3058,390,1
3059,2040,0
3060,4417,9
3061,3060,7
3062,6294,0
3063,1540,8
3064,2537,1
3065,2114,2
3066,1378,1
3067,1380,4
3068,7687,6
3069,7987,0
3070,6121,2
3071,8842,4
3072,5582,4
3073,2206,1
3074,8013,8
3075,3656,2
3076,5544,0
3077,9193,0
3078,20,7
3079,9183,8
3080,8738,4
3081,7076,9
3082,8864,9
3083,5220,0
3084,618,2
3085,4421,2
3086,1941,7
3087,4343,5
3088,2281,5
3089,6120,5
3090,6571,5
3091,161,1
3092,232,5
3093,6095,9
3094,7871,0
3095,5500,8
3096,3275,5
3097,9890,0
3098,479,4
3099,769,4
3100,3239,1
3101,6104,1
3102,29,6
3103,1721,8
3104,2247,5
3105,4596,7
3106,8850,1
3107,3482,7
3108,8063,0
3109,8425,6
3110,639,5
3111,993,4
3112,238,5
3113,5449,1
3114,668,1
3115,4624,5
3116,6528,5
3117,1747,1
3118,4895,1
3119,754,2
3120,501,6
3121,3722,7
3122,6594,8
3123,2640,7
3124,6287,5
3125,9482,0
3126,9398,8
3127,3254,3
3128,8665,3
3129,3763,8
3130,5560,3
3131,773,4
3132,6977,7
3133,6609,5
3134,4290,2
3135,8329,8
3136,2950,1
3137,6096,2
3138,6687,3
3139,857,0
3140,848,2
3141,6916,4
3142,4309,7
3143,3857,1
3144,6053,4
3145,3235,5
3146,7128,7
3147,6705,3
3148,3068,2
3149,3579,1
3150,3739,7
3151,5070,7
3152,4286,2
3153,2956,0
3154,7347,0
3155,4975,3
3156,8332,9
3157,5915,5
3158,4089,5
3159,7630,9
3160,4775,2
3161,215,0
3162,221,6
3163,6560,6
3164,536,6
3165,1676,8
3166,4757,4
3167,9589,5
3168,9892,5
3169,1412,1
3170,503,4
3171,2248,0
3172,8444,5
3173,4611,1
3174,1232,1
3175,8878,8
3176,1884,7
3177,527,0
3178,3400,6
3179,5727,6
3180,5539,4
3181,4633,1
3182,8892,8
3183,8034,9
3184,5894,7
3185,3413,3
3186,6899,2
3187,8014,2
3188,3523,4
3189,1138,5
3190,7974,6
3191,9518,9
3192,3498,4
3193,8954,2
3194,325,1
3195,9207,9
3196,6806,1
3197,4262,4
3198,9552,9
3199,2396,1
3200,3437,7
3201,3596,2
3202,5746,7
3203,4955,2
3204,5106,6
3205,9456,6
3206,7979,3
3207,8976,7
3208,5005,5
3209,3745,1
3210,8939,8
3211,6082,0
3212,4263,6
3213,5518,3
3214,2671,6
3215,574,6
3216,714,4
3217,4509,7
3218,4284,9
3219,3831,5
3220,5521,9
3221,9348,5
3222,3330,7
3223,7854,3
3224,6195,1
3225,5775,7
3226,5865,6
3227,6110,9
3228,3317,7
3229,4538,7
3230,4993,7
3231,7922,8
3232,7793,8
3233,1542,5
3234,5861,1
3235,3127,4
3236,2617,3
3237,8948,6
3238,3294,0
3239,3269,7
3240,6141,8
3241,9981,4
3242,5428,4
3243,4238,5
3244,4450,0
3245,1703,5
3246,498,2
3247,9610,4
3248,847,0
3249,36,4
3250,1395,3
3251,4995,2
3252,9046,0
3253,8811,1
3254,4605,3
3255,8361,8
3256,7309,1
3257,7497,3
3258,559,2
3259,6788,1
3260,2049,3
3261,4558,0
3262,3070,0
3263,6384,7
3264,1559,5
3265,6724,9
3266,7424,9
3267,7943,1
3268,5376,5
3269,6892,6
3270,8002,6
3271,1261,9
3272,2322,0
3273,9593,1
3274,5102,5
3275,2476,8
3276,3466,5
3277,5484,9
3278,8910,1
3279,5359,6
3280,3974,8
3281,1402,7
3282,323,3
3283,53,3
3284,3261,0
3285,4540,9
3286,5992,4
3287,983,4
3288,3340,6
3289,5166,9
3290,9578,3
3291,8896,8
3292,6928,2
3293,9385,7
3294,6345,3
3295,5856,3
3296,1796,0
3297,1325,2
3298,7085,5
3299,8069,4
3300,4433,5
3301,303,2
3302,1088,3
3303,9637,5
3304,4482,6
3305,5961,6
3306,8723,5
3307,2063,1
3308,8908,9
3309,7617,2
3310,5266,4
3311,172,9
3312,5122,6
3313,1777,4
3314,2149,6
3315,3167,2
3316,2421,8
3317,5673,5
3318,1497,8
3319,2041,0
3320,6463,8
3321,1282,9
3322,2581,4
3323,3780,4
3324,8712,1
3325,7602,2
3326,4685,4
3327,3593,2
3328,3538,2
3329,354,2
3330,1077,0
3331,131,1
3332,2424,8
3333,1125,6
3334,1751,1
3335,606,4
3336,1108,2
3337,4566,8
3338,1768,2
3339,211,4
3340,616,6
3341,8510,7
3342,2591,8
3343,3180,3
3344,3545,4
3345,5044,5
3346,1295,0
3347,4575,6
3348,4977,9
3349,9486,4
3350,3696,4
3351,3714,3
3352,4486,8
3353,9807,1
3354,4336,9
3355,7541,0
3356,7895,4
3357,9145,1
3358,2999,6
3359,9133,9
3360,4565,2
3361,853,9
3362,9992,3
3363,3108,8
3364,9562,3
3365,6582,4
3366,3551,0
3367,6627,5
3368,4755,1
3369,6775,0
3370,2955,2
3371,931,2
3372,8969,8
3373,3825,0
3374,1060,9
3375,2193,2
3376,2188,9
3377,5248,9
3378,4752,1
3379,6555,1
3380,8093,7
3381,5811,7
3382,418,3
3383,8012,3
3384,6461,4
3385,8654,2
3386,695,3
3387,9304,5
3388,3904,1
3389,395,6
3390,5731,6
3391,8879,9
3392,3492,9
3393,2449,4
3394,1780,7
3395,5247,7
3396,1959,0
3397,5202,9
3398,6943,4
3399,2083,2
3400,2423,2
3401,3609,9
3402,3041,4
3403,4910,8
3404,8744,1
3405,5285,1
3406,3101,7
3407,7764,6
3408,6866,4
3409,8501,8
3410,1993,3
3411,8486,4
3412,3054,4
3413,2745,8
3414,1646,0
3415,6919,4
3416,2644,8
3417,3877,4
3418,422,0
3419,9416,7
3420,2186,9
3421,998,3
3422,6696,0
3423,6243,4
3424,268,7
3425,9475,2
3426,2586,7
3427,253,9
3428,1150,2
3429,204,1
3430,2160,0
3431,7568,7
3432,7245,4
3433,6812,0
3434,7780,3
3435,6879,1
3436,2121,6
3437,1947,3
3438,5210,5
3439,5343,3
3440,7558,2
3441,4578,4
3442,5140,8
3443,141,5
3444,8130,6
3445,4905,7
3446,7807,3
3447,6215,2
3448,2198,8
3449,3233,8
3450,4028,0
3451,2404,0
3452,4853,7
3453,8281,3
3454,5085,2
3455,713,7
3456,1483,6
3457,73,8
3458,5532,3
3459,1735,0
3460,6174,3
3461,9316,3
3462,5270,1
3463,8082,5
3464,8221,7
3465,6469,9
3466,5112,5
3467,8531,8
3468,1726,0
3469,6706,6
3470,9431,3
3471,3743,3
3472,5127,1
3473,3495,2
3474,9446,5
3475,2544,2
3476,8821,7
3477,2959,7
3478,5920,8
3479,2834,4
3480,4674,3
3481,3687,9
3482,6566,1
3483,3430,8
3484,1877,3
3485,6471,6
3486,3586,8
3487,6831,8
3488,3401,2
3489,4250,1
3490,348,8
3491,537,2
3492,3292,4
3493,5410,3
3494,8346,6
3495,6485,9
3496,712,8
3497,959,8
3498,3849,5
3499,2268,3
3500,5738,2
3501,4400,3
3502,6273,1
3503,4976,5
3504,1199,9
3505,7741,5
3506,6429,8
3507,5758,8
3508,3754,0
3509,6769,3
3510,3223,7
3511,9989,2
3512,6063,6
3513,875,8
3514,6445,1
3515,1553,4
3516,6064,5
3517,8717,8
3518,5411,2
3519,797,4
3520,3914,4
3521,3682,3
3522,9948,8
3523,4053,4
3524,4824,0
3525,3032,2
3526,1854,5
3527,6707,2
3528,8418,8
3529,3308,7
3530,526,0
3531,4616,4
3532,8099,3
3533,122,1
3534,5231,4
3535,1785,0
3536,3106,8
3537,4563,7
3538,4292,1
3539,1556,8
3540,4369,2
3541,7017,1
3542,2470,7
3543,2012,5
3544,8241,3
3545,249,2
3546,4435,3
3547,7877,0
3548,3022,7
3549,9694,1
3550,5153,7
3551,6951,9
3552,9075,0
3553,6489,8
3554,4313,0
3555,1073,7
3556,8914,4
3557,6044,7
3558,155,5
3559,6363,0
3560,3435,6
3561,7985,5
3562,8735,3
3563,9757,7
3564,6003,0
3565,5431,1
3566,7889,1
3567,2148,9
3568,5057,2
3569,3665,7
3570,6792,3
3571,6992,4
3572,1481,2
3573,707,9
3574,5284,6
3575,4836,9
3576,9774,5
3577,295,4
3578,7429,5
3579,2191,4
3580,5148,3
3581,3931,5
3582,5795,7
3583,8414,6
3584,5119,5
3585,8142,7
3586,2611,4
3587,698,7
3588,1706,1
3589,3639,7
3590,2867,7
3591,4960,4
3592,1485,0
3593,5445,7
3594,6392,6
3595,4850,1
3596,7534,6
3597,6790,7
3598,6846,9
3599,6131,3
3600,8596,1
3601,2504,1
3602,4545,3
3603,7679,6
3604,7191,7
3605,5718,1
3606,4276,9
3607,343,5
3608,3855,1
3609,7912,0
3610,5489,7
3611,2453,3
3612,5062,5
3613,5381,3
3614,4406,5
3615,199,8
3616,9511,4
3617,9796,9
3618,3384,7
3619,7496,3
3620,1218,8
3621,5260,0
3622,9290,4
3623,6796,6
3624,473,0
3625,488,5
3626,8569,6
3627,1320,7
3628,7436,0
3629,5432,9
3630,3679,0
3631,2220,1
3632,1093,0
3633,9263,6
3634,2270,2
3635,6328,0
3636,3381,5
3637,9445,9
3638,30,6
3639,256,3
3640,7145,3
3641,6777,2
3642,7537,4
3643,9997,5
3644,3325,6
3645,6652,2
3646,1605,3
3647,1214,5
3648,8699,4
3649,624,7
3650,9937,4
3651,7696,0
3652,9769,8
3653,5213,3
3654,6843,1
3655,8126,4
3656,4113,0
3657,2177,9
3658,8608,8
3659,7901,1
3660,2578,8
3661,45,9
3662,6067,8
3663,337,8
3664,8781,6
3665,6931,5
3666,3879,7
3667,5866,4
3668,7218,9
3669,7997,1
3670,778,0
